cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url
cord-000189,sha000189,PMC,Antibody Prevention Pandemic Covid-19 Sars-Cov-2 Study,,PMC6990202,,cc-by-nc,Further research is needed to confirm these findings. The implications for public health are discussed. We analyzed data from multiple sources. This study investigates COVID-19 related phenomena.,2022-09-24,"Author 189, Co-Author 189",Journal of Virology,,WHO-7556,,document_parses/pdf_json/189.json,,
cord-000190,sha000190,PubMed,Transmission Epidemiology Clinical Antiviral Study,10.1000/sample.190,PMC3931227,62286305.0,cc-by-nc,We analyzed data from multiple sources. Results show significant findings regarding SARS-CoV-2. The implications for public health are discussed. Further research is needed to confirm these findings.,2019-06-13,"Author 190, Co-Author 190",Antiviral Research,4309234681.0,WHO-3130,,document_parses/pdf_json/190.json,document_parses/pmc_json/190.json,
cord-000191,,arXiv,Outbreak Therapy Vaccine Treatment Study,10.1000/sample.191,PMC9446974,,no-cc,We analyzed data from multiple sources. The implications for public health are discussed. This study investigates COVID-19 related phenomena.,2020-06-04,"Author 191, Co-Author 191",International Journal of Infectious Diseases,,,2020.3325,,,https://example.com/paper/191
cord-000192,,PubMed,Antiviral Pandemic Study,10.1000/sample.192,,81361168.0,no-cc,This study investigates COVID-19 related phenomena. Further research is needed to confirm these findings. We analyzed data from multiple sources.,2020-06-09,"Author 192, Co-Author 192",Emerging Infectious Diseases,5416593791.0,,2020.9372,document_parses/pdf_json/192.json,,https://example.com/paper/192
cord-000193,sha000193,PubMed,Prevention Coronavirus Pandemic Clinical Study,,,64042937.0,cc-by,We analyzed data from multiple sources. Further research is needed to confirm these findings.,2020-10-22,"Author 193, Co-Author 193",Emerging Infectious Diseases,7634421476.0,WHO-8240,,document_parses/pdf_json/193.json,,
cord-000194,sha000194,PMC,Immunity Diagnosis Antibody Study,10.1000/sample.194,PMC4803231,27122451.0,,This study investigates COVID-19 related phenomena. We analyzed data from multiple sources. The implications for public health are discussed. Results show significant findings regarding SARS-CoV-2.,2020-10-23,"Author 194, Co-Author 194",Vaccine,,WHO-7697,,document_parses/pdf_json/194.json,,https://example.com/paper/194
cord-000195,sha000195,arXiv,Infection Epidemiology Antiviral Treatment Transmission Study,10.1000/sample.195,,,cc-by-nc,This study investigates COVID-19 related phenomena. We analyzed data from multiple sources. Results show significant findings regarding SARS-CoV-2. Further research is needed to confirm these findings.,2020-06-08,"Author 195, Co-Author 195",Journal of Medical Virology,5019957915.0,WHO-8241,2020.1759,document_parses/pdf_json/195.json,document_parses/pmc_json/195.json,
cord-000196,sha000196,arXiv,Therapy Clinical Study,10.1000/sample.196,,30869686.0,cc-by,The implications for public health are discussed. This study investigates COVID-19 related phenomena.,2021-02-24,"Author 196, Co-Author 196",The Lancet,2326145831.0,,,document_parses/pdf_json/196.json,,
cord-000197,,Elsevier,Coronavirus Diagnosis Sars-Cov-2 Outbreak Study,10.1000/sample.197,,29148862.0,cc-by,This study investigates COVID-19 related phenomena. Results show significant findings regarding SARS-CoV-2. The implications for public health are discussed. Further research is needed to confirm these findings.,2020-03-16,"Author 197, Co-Author 197",Virology Journal,,WHO-5807,,,,https://example.com/paper/197
cord-000198,sha000198,Elsevier,Covid-19 Antibody Study,10.1000/sample.198,,45885781.0,cc-by,The implications for public health are discussed. We analyzed data from multiple sources.,2020-11-09,"Author 198, Co-Author 198",Nature,,,,,document_parses/pmc_json/198.json,https://example.com/paper/198
cord-000199,sha000199,medRxiv,Treatment Transmission Study,10.1000/sample.199,,,cc-by-nc,We analyzed data from multiple sources. Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena. The implications for public health are discussed.,2021-09-25,"Author 199, Co-Author 199",Science,6707219859.0,WHO-3615,,document_parses/pdf_json/199.json,,https://example.com/paper/199
cord-000200,sha000200,WHO,Clinical Treatment Antibody Study,10.1000/sample.200,,59680785.0,cc-by,Results show significant findings regarding SARS-CoV-2. Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena. The implications for public health are discussed.,2021-06-13,"Author 200, Co-Author 200",bioRxiv,,,,,document_parses/pmc_json/200.json,
cord-000201,sha000201,Elsevier,Therapy Transmission Outbreak Antibody Coronavirus Study,10.1000/sample.201,PMC5487758,43435196.0,cc-by,We analyzed data from multiple sources. Results show significant findings regarding SARS-CoV-2.,2020-06-25,"Author 201, Co-Author 201",BMJ,8030578839.0,,,document_parses/pdf_json/201.json,,
cord-000202,sha000202,bioRxiv,Prevention Outbreak Covid-19 Study,10.1000/sample.202,PMC9646766,66135725.0,cc-by-nc,,2020-03-17,"Author 202, Co-Author 202",,,,,document_parses/pdf_json/202.json,,https://example.com/paper/202
cord-000203,,PMC,Therapy Prevention Outbreak Study,10.1000/sample.203,PMC2747213,34575873.0,cc-by-nc,Further research is needed to confirm these findings. The implications for public health are discussed. We analyzed data from multiple sources. This study investigates COVID-19 related phenomena.,2022-01-03,,Vaccine,,,,,,https://example.com/paper/203
cord-000204,sha000204,PubMed,Infection Clinical Study,10.1000/sample.204,PMC8345513,57513265.0,cc-by,Results show significant findings regarding SARS-CoV-2. This study investigates COVID-19 related phenomena.,2020-04-12,"Author 204, Co-Author 204",The Lancet,,WHO-2783,,,,
cord-000205,,bioRxiv,Coronavirus Pandemic Treatment Antiviral Study,10.1000/sample.205,PMC2861110,77408068.0,,The implications for public health are discussed. This study investigates COVID-19 related phenomena.,2021-06-13,"Author 205, Co-Author 205",Virology Journal,,WHO-5969,,,document_parses/pmc_json/205.json,https://example.com/paper/205
cord-000206,sha000206,arXiv,Infection Therapy Pandemic Vaccine Study,10.1000/sample.206,PMC2709062,,cc-by,Further research is needed to confirm these findings. We analyzed data from multiple sources.,2021-11-27,"Author 206, Co-Author 206",Cell,,,,document_parses/pdf_json/206.json,document_parses/pmc_json/206.json,https://example.com/paper/206
cord-000207,,PubMed,Epidemiology Antibody Outbreak Diagnosis Infection Study,10.1000/sample.207,PMC1704130,79873032.0,,Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena. Results show significant findings regarding SARS-CoV-2.,2021-04-18,"Author 207, Co-Author 207",Vaccine,8621830672.0,,,,,
cord-000208,sha000208,PMC,Immunity Clinical Study,10.1000/sample.208,PMC3802571,40704198.0,,The implications for public health are discussed. We analyzed data from multiple sources.,2022-06-04,"Author 208, Co-Author 208",Nature,,,2020.2074,,,
cord-000209,sha000209,bioRxiv,Treatment Diagnosis Coronavirus Antibody Antiviral Study,10.1000/sample.209,PMC4445809,21669195.0,cc-by,Further research is needed to confirm these findings. The implications for public health are discussed. This study investigates COVID-19 related phenomena. We analyzed data from multiple sources.,2021-12-09,"Author 209, Co-Author 209",Emerging Infectious Diseases,,,,,document_parses/pmc_json/209.json,
cord-000210,,PubMed,Pandemic Transmission Diagnosis Sars-Cov-2 Study,10.1000/sample.210,PMC3634568,64561490.0,cc-by,Results show significant findings regarding SARS-CoV-2. The implications for public health are discussed. Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena.,2020-02-08,"Author 210, Co-Author 210",New England Journal of Medicine,9253470372.0,,,document_parses/pdf_json/210.json,,https://example.com/paper/210
cord-000211,sha000211,arXiv,Immunity Vaccine Outbreak Study,,PMC8407441,22098465.0,no-cc,Further research is needed to confirm these findings. Results show significant findings regarding SARS-CoV-2. The implications for public health are discussed.,2021-06-12,"Author 211, Co-Author 211",The Lancet,,WHO-4432,,,,https://example.com/paper/211
cord-000212,sha000212,Elsevier,Vaccine Outbreak Prevention Coronavirus Transmission Study,10.1000/sample.212,PMC9361613,20293588.0,,We analyzed data from multiple sources. Results show significant findings regarding SARS-CoV-2. Further research is needed to confirm these findings. The implications for public health are discussed.,2020-09-23,"Author 212, Co-Author 212",Science,1005113633.0,,,document_parses/pdf_json/212.json,document_parses/pmc_json/212.json,
cord-000213,sha000213,bioRxiv,Clinical Treatment Antiviral Study,10.1000/sample.213,PMC2665880,22567290.0,,We analyzed data from multiple sources. The implications for public health are discussed.,2021-05-03,,BMJ,,,,,,https://example.com/paper/213
cord-000214,sha000214,WHO,Vaccine Treatment Antibody Prevention Study,,,,cc-by-nc,,2019-05-12,"Author 214, Co-Author 214",Vaccine,6994241992.0,,,document_parses/pdf_json/214.json,,
cord-000215,sha000215,bioRxiv,Sars-Cov-2 Immunity Covid-19 Transmission Coronavirus Study,10.1000/sample.215,,,cc-by-nc,The implications for public health are discussed. Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena. Results show significant findings regarding SARS-CoV-2.,2020-07-15,"Author 215, Co-Author 215",Journal of Medical Virology,,,,document_parses/pdf_json/215.json,document_parses/pmc_json/215.json,https://example.com/paper/215
cord-000216,sha000216,arXiv,Outbreak Epidemiology Antiviral Study,10.1000/sample.216,PMC3063320,84378065.0,no-cc,,2019-09-04,"Author 216, Co-Author 216",,7164388038.0,,,,document_parses/pmc_json/216.json,https://example.com/paper/216
cord-000217,sha000217,bioRxiv,Antiviral Prevention Therapy Transmission Coronavirus Study,10.1000/sample.217,PMC8367017,11435415.0,,This study investigates COVID-19 related phenomena. The implications for public health are discussed. We analyzed data from multiple sources.,2022-06-17,"Author 217, Co-Author 217",Clinical Infectious Diseases,,,,document_parses/pdf_json/217.json,,https://example.com/paper/217
cord-000218,,bioRxiv,Covid-19 Transmission Study,10.1000/sample.218,PMC1110521,66906118.0,cc-by,We analyzed data from multiple sources. Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena. Results show significant findings regarding SARS-CoV-2.,2021-06-26,"Author 218, Co-Author 218",,7842251654.0,,,,,
cord-000219,,arXiv,Sars-Cov-2 Symptoms Transmission Epidemiology Study,10.1000/sample.219,,28311107.0,,Results show significant findings regarding SARS-CoV-2. Further research is needed to confirm these findings. The implications for public health are discussed. We analyzed data from multiple sources.,2021-01-03,"Author 219, Co-Author 219",,5677334850.0,,,,document_parses/pmc_json/219.json,https://example.com/paper/219
cord-000220,sha000220,arXiv,Treatment Therapy Antiviral Symptoms Study,,PMC6726400,79123671.0,cc-by-nc,Further research is needed to confirm these findings. We analyzed data from multiple sources. Results show significant findings regarding SARS-CoV-2.,2019-08-17,"Author 220, Co-Author 220",Emerging Infectious Diseases,6787720695.0,,,document_parses/pdf_json/220.json,,
cord-000221,sha000221,medRxiv,Pandemic Symptoms Study,10.1000/sample.221,,81458772.0,cc-by,We analyzed data from multiple sources. Further research is needed to confirm these findings. The implications for public health are discussed.,2020-01-19,"Author 221, Co-Author 221",Virology Journal,5440028612.0,,,,document_parses/pmc_json/221.json,https://example.com/paper/221
cord-000222,sha000222,medRxiv,Clinical Sars-Cov-2 Therapy Symptoms Study,10.1000/sample.222,,64421457.0,cc-by-nc,Further research is needed to confirm these findings. We analyzed data from multiple sources.,2020-12-19,,BMJ,1141846670.0,,,,,https://example.com/paper/222
cord-000223,sha000223,arXiv,Prevention Pandemic Transmission Study,10.1000/sample.223,,,cc-by-nc,The implications for public health are discussed. Further research is needed to confirm these findings. Results show significant findings regarding SARS-CoV-2. We analyzed data from multiple sources.,2019-05-05,,PLOS ONE,,,,,,https://example.com/paper/223
cord-000224,,PMC,Sars-Cov-2 Therapy Symptoms Treatment Study,10.1000/sample.224,PMC7962689,,cc-by-nc,The implications for public health are discussed. Results show significant findings regarding SARS-CoV-2. We analyzed data from multiple sources.,2020-01-28,"Author 224, Co-Author 224",BMJ,,,,document_parses/pdf_json/224.json,document_parses/pmc_json/224.json,https://example.com/paper/224
cord-000225,sha000225,arXiv,Therapy Pandemic Study,10.1000/sample.225,,10978481.0,cc-by-nc,Results show significant findings regarding SARS-CoV-2. Further research is needed to confirm these findings. We analyzed data from multiple sources.,2020-03-09,"Author 225, Co-Author 225",,3019750351.0,,2020.4012,,,https://example.com/paper/225
cord-000226,sha000226,medRxiv,Infection Immunity Prevention Study,10.1000/sample.226,PMC3543614,81715863.0,cc-by-nc,The implications for public health are discussed. Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena. We analyzed data from multiple sources.,2020-05-25,"Author 226, Co-Author 226",PLOS ONE,,,,,,https://example.com/paper/226
cord-000227,sha000227,bioRxiv,Vaccine Infection Epidemiology Study,10.1000/sample.227,PMC9886057,42779491.0,,,2021-09-02,"Author 227, Co-Author 227",bioRxiv,9482781583.0,,,,document_parses/pmc_json/227.json,
cord-000228,,medRxiv,Immunity Symptoms Study,10.1000/sample.228,PMC4828258,98741286.0,,We analyzed data from multiple sources. The implications for public health are discussed. Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena.,2021-11-30,"Author 228, Co-Author 228",Antiviral Research,3647669982.0,WHO-5528,,document_parses/pdf_json/228.json,,
cord-000229,sha000229,PubMed,Antibody Diagnosis Epidemiology Study,10.1000/sample.229,,80881914.0,no-cc,We analyzed data from multiple sources. Results show significant findings regarding SARS-CoV-2.,2020-11-28,"Author 229, Co-Author 229",Vaccine,2895710214.0,WHO-2440,,,,https://example.com/paper/229
cord-000230,,PMC,Epidemiology Pandemic Vaccine Outbreak Study,10.1000/sample.230,PMC7867070,15684923.0,no-cc,This study investigates COVID-19 related phenomena. Results show significant findings regarding SARS-CoV-2. We analyzed data from multiple sources.,2020-04-10,"Author 230, Co-Author 230",medRxiv,,,,document_parses/pdf_json/230.json,document_parses/pmc_json/230.json,
cord-000231,,Elsevier,Sars-Cov-2 Symptoms Vaccine Immunity Prevention Study,10.1000/sample.231,PMC9659648,32620027.0,cc-by,Further research is needed to confirm these findings. We analyzed data from multiple sources. This study investigates COVID-19 related phenomena.,2019-05-28,"Author 231, Co-Author 231",,8087013251.0,,,document_parses/pdf_json/231.json,,
cord-000232,sha000232,PubMed,Transmission Vaccine Antibody Study,10.1000/sample.232,PMC7069566,80265183.0,,Results show significant findings regarding SARS-CoV-2. This study investigates COVID-19 related phenomena. The implications for public health are discussed.,2020-06-26,"Author 232, Co-Author 232",Nature,,,,,,https://example.com/paper/232
cord-000233,sha000233,medRxiv,Outbreak Antiviral Vaccine Study,10.1000/sample.233,PMC8425238,33463164.0,no-cc,The implications for public health are discussed. Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena.,2021-02-12,"Author 233, Co-Author 233",BMJ,6251628992.0,,,,document_parses/pmc_json/233.json,
cord-000234,,bioRxiv,Prevention Outbreak Therapy Sars-Cov-2 Study,,,,no-cc,The implications for public health are discussed. We analyzed data from multiple sources. Further research is needed to confirm these findings.,2020-06-08,"Author 234, Co-Author 234",PLOS ONE,,,,document_parses/pdf_json/234.json,document_parses/pmc_json/234.json,https://example.com/paper/234
cord-000235,,PubMed,Outbreak Epidemiology Study,10.1000/sample.235,,78945564.0,,The implications for public health are discussed. This study investigates COVID-19 related phenomena. Further research is needed to confirm these findings. Results show significant findings regarding SARS-CoV-2.,2021-08-28,"Author 235, Co-Author 235",Antiviral Research,7844307229.0,,,document_parses/pdf_json/235.json,,
cord-000236,sha000236,PubMed,Immunity Therapy Antiviral Treatment Study,10.1000/sample.236,PMC2167378,16832563.0,,Further research is needed to confirm these findings. Results show significant findings regarding SARS-CoV-2. We analyzed data from multiple sources.,2021-04-05,"Author 236, Co-Author 236",Vaccine,6064824125.0,,,document_parses/pdf_json/236.json,,
cord-000237,,PubMed,Coronavirus Therapy Study,10.1000/sample.237,,60881238.0,cc-by,The implications for public health are discussed. We analyzed data from multiple sources.,2021-12-07,"Author 237, Co-Author 237",Vaccine,,,,,,https://example.com/paper/237
cord-000238,sha000238,PMC,Coronavirus Outbreak Infection Antiviral Study,10.1000/sample.238,,,,Results show significant findings regarding SARS-CoV-2. The implications for public health are discussed.,2022-11-27,"Author 238, Co-Author 238",Cell,,,,,document_parses/pmc_json/238.json,
cord-000239,sha000239,Elsevier,Antiviral Symptoms Antibody Study,10.1000/sample.239,PMC3756910,55360034.0,,Further research is needed to confirm these findings. Results show significant findings regarding SARS-CoV-2.,2020-12-17,"Author 239, Co-Author 239",Cell,,,,,document_parses/pmc_json/239.json,https://example.com/paper/239
cord-000240,sha000240,bioRxiv,Antibody Vaccine Antiviral Outbreak Study,10.1000/sample.240,PMC7597913,43522920.0,,This study investigates COVID-19 related phenomena. The implications for public health are discussed. Further research is needed to confirm these findings. We analyzed data from multiple sources.,2020-09-12,"Author 240, Co-Author 240",New England Journal of Medicine,,,,document_parses/pdf_json/240.json,,https://example.com/paper/240
cord-000241,sha000241,Elsevier,Sars-Cov-2 Clinical Pandemic Antibody Study,10.1000/sample.241,PMC3532555,25819626.0,cc-by-nc,Results show significant findings regarding SARS-CoV-2. Further research is needed to confirm these findings. The implications for public health are discussed. This study investigates COVID-19 related phenomena.,2019-12-16,"Author 241, Co-Author 241",medRxiv,,,,document_parses/pdf_json/241.json,document_parses/pmc_json/241.json,
cord-000242,sha000242,arXiv,Covid-19 Pandemic Treatment Transmission Therapy Study,10.1000/sample.242,PMC1969887,,cc-by,Results show significant findings regarding SARS-CoV-2. Further research is needed to confirm these findings.,2021-01-01,"Author 242, Co-Author 242",,,,,document_parses/pdf_json/242.json,document_parses/pmc_json/242.json,
cord-000243,sha000243,medRxiv,Prevention Infection Study,10.1000/sample.243,PMC9720433,45534249.0,no-cc,We analyzed data from multiple sources. Further research is needed to confirm these findings. The implications for public health are discussed.,2022-08-22,,,8959971863.0,,,document_parses/pdf_json/243.json,,
cord-000244,,WHO,Diagnosis Treatment Symptoms Study,10.1000/sample.244,PMC8034775,,,Results show significant findings regarding SARS-CoV-2. Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena.,2020-05-18,"Author 244, Co-Author 244",Vaccine,6984912063.0,,,,,
cord-000245,sha000245,PMC,Immunity Symptoms Study,10.1000/sample.245,PMC6105693,86348673.0,cc-by,Results show significant findings regarding SARS-CoV-2. Further research is needed to confirm these findings. The implications for public health are discussed. This study investigates COVID-19 related phenomena.,2021-09-05,,International Journal of Infectious Diseases,2866698147.0,WHO-3928,,,,https://example.com/paper/245
cord-000246,,Elsevier,Immunity Treatment Study,10.1000/sample.246,PMC6262932,50912220.0,,The implications for public health are discussed. Further research is needed to confirm these findings. We analyzed data from multiple sources. Results show significant findings regarding SARS-CoV-2.,2021-05-07,"Author 246, Co-Author 246",Nature,,,,,,https://example.com/paper/246
cord-000247,sha000247,medRxiv,Outbreak Diagnosis Study,10.1000/sample.247,PMC1132577,96298460.0,cc-by,This study investigates COVID-19 related phenomena. Results show significant findings regarding SARS-CoV-2. Further research is needed to confirm these findings. We analyzed data from multiple sources.,2021-05-24,,The Lancet,,,,document_parses/pdf_json/247.json,document_parses/pmc_json/247.json,https://example.com/paper/247
cord-000248,sha000248,medRxiv,Prevention Coronavirus Pandemic Study,10.1000/sample.248,PMC9854875,14755216.0,no-cc,Results show significant findings regarding SARS-CoV-2. The implications for public health are discussed. We analyzed data from multiple sources. Further research is needed to confirm these findings.,2020-08-27,"Author 248, Co-Author 248",,,,2020.7902,document_parses/pdf_json/248.json,,
cord-000249,,PMC,Infection Antiviral Study,,PMC3463932,92912825.0,cc-by,This study investigates COVID-19 related phenomena. Further research is needed to confirm these findings. Results show significant findings regarding SARS-CoV-2. The implications for public health are discussed.,2022-09-26,"Author 249, Co-Author 249",Antiviral Research,9260707155.0,WHO-9795,,document_parses/pdf_json/249.json,,
cord-000250,sha000250,PMC,Vaccine Transmission Study,10.1000/sample.250,PMC8485810,17717080.0,,This study investigates COVID-19 related phenomena. The implications for public health are discussed. Results show significant findings regarding SARS-CoV-2. Further research is needed to confirm these findings.,2022-03-12,"Author 250, Co-Author 250",Virology Journal,9146212299.0,,2020.5334,,,
cord-000251,sha000251,medRxiv,Covid-19 Clinical Antibody Prevention Sars-Cov-2 Study,,PMC8417942,92615071.0,cc-by,The implications for public health are discussed. Results show significant findings regarding SARS-CoV-2. We analyzed data from multiple sources. Further research is needed to confirm these findings.,2021-06-03,"Author 251, Co-Author 251",,3530114839.0,,,,,https://example.com/paper/251
cord-000252,,arXiv,Vaccine Antiviral Coronavirus Pandemic Infection Study,10.1000/sample.252,PMC7786479,50043946.0,no-cc,We analyzed data from multiple sources. Results show significant findings regarding SARS-CoV-2. This study investigates COVID-19 related phenomena. The implications for public health are discussed.,2022-10-19,"Author 252, Co-Author 252",Virology Journal,8978867456.0,,,,,
cord-000253,sha000253,Elsevier,Pandemic Clinical Study,,PMC6058857,10691813.0,cc-by-nc,The implications for public health are discussed. Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena.,2020-09-20,"Author 253, Co-Author 253",Cell,,,,document_parses/pdf_json/253.json,document_parses/pmc_json/253.json,
cord-000254,sha000254,WHO,Immunity Diagnosis Vaccine Infection Study,10.1000/sample.254,,34985664.0,,This study investigates COVID-19 related phenomena. The implications for public health are discussed. Further research is needed to confirm these findings.,2020-02-26,"Author 254, Co-Author 254",Virology Journal,,,,,,https://example.com/paper/254
cord-000255,sha000255,WHO,Vaccine Coronavirus Covid-19 Study,,PMC7543005,11189670.0,,,2020-07-18,"Author 255, Co-Author 255",Clinical Infectious Diseases,,,,document_parses/pdf_json/255.json,,https://example.com/paper/255
cord-000256,,WHO,Therapy Immunity Infection Study,,PMC3114023,,no-cc,Results show significant findings regarding SARS-CoV-2. We analyzed data from multiple sources.,2022-10-10,"Author 256, Co-Author 256",Cell,9061968985.0,,,document_parses/pdf_json/256.json,document_parses/pmc_json/256.json,https://example.com/paper/256
cord-000257,,PubMed,Prevention Therapy Infection Study,,PMC5763519,21374117.0,cc-by,Further research is needed to confirm these findings. The implications for public health are discussed. Results show significant findings regarding SARS-CoV-2.,2021-05-15,"Author 257, Co-Author 257",PLOS ONE,,,,,,https://example.com/paper/257
cord-000258,,Elsevier,Pandemic Vaccine Study,,,30630696.0,cc-by-nc,Results show significant findings regarding SARS-CoV-2. We analyzed data from multiple sources. This study investigates COVID-19 related phenomena. Further research is needed to confirm these findings.,2021-10-02,"Author 258, Co-Author 258",,3411010977.0,,,,document_parses/pmc_json/258.json,https://example.com/paper/258
cord-000259,sha000259,PubMed,Outbreak Immunity Study,,PMC6238726,75419352.0,no-cc,This study investigates COVID-19 related phenomena. Further research is needed to confirm these findings.,2021-11-26,"Author 259, Co-Author 259",bioRxiv,,WHO-7079,,,,
cord-000260,sha000260,PubMed,Antibody Vaccine Transmission Epidemiology Clinical Study,10.1000/sample.260,PMC3684813,,cc-by-nc,We analyzed data from multiple sources. Results show significant findings regarding SARS-CoV-2.,2022-07-31,"Author 260, Co-Author 260",,,,,,document_parses/pmc_json/260.json,
cord-000261,sha000261,medRxiv,Transmission Diagnosis Study,10.1000/sample.261,,43572518.0,no-cc,Results show significant findings regarding SARS-CoV-2. We analyzed data from multiple sources. Further research is needed to confirm these findings.,2021-02-11,"Author 261, Co-Author 261",medRxiv,,,,document_parses/pdf_json/261.json,,https://example.com/paper/261
cord-000262,sha000262,PubMed,Diagnosis Infection Study,,PMC5340101,,,We analyzed data from multiple sources. The implications for public health are discussed. Further research is needed to confirm these findings.,2020-12-01,,Journal of Virology,,,,,,
cord-000263,,bioRxiv,Outbreak Diagnosis Sars-Cov-2 Study,10.1000/sample.263,,50169346.0,cc-by,Results show significant findings regarding SARS-CoV-2. This study investigates COVID-19 related phenomena.,2020-06-28,"Author 263, Co-Author 263",bioRxiv,5016564330.0,WHO-4055,,document_parses/pdf_json/263.json,,
cord-000264,sha000264,arXiv,Antiviral Outbreak Pandemic Study,10.1000/sample.264,PMC8092498,34452059.0,cc-by-nc,This study investigates COVID-19 related phenomena. The implications for public health are discussed. Further research is needed to confirm these findings.,2020-05-28,"Author 264, Co-Author 264",Journal of Medical Virology,2157960656.0,,,document_parses/pdf_json/264.json,document_parses/pmc_json/264.json,https://example.com/paper/264
cord-000265,sha000265,arXiv,Antiviral Coronavirus Covid-19 Study,10.1000/sample.265,PMC2852907,46169218.0,cc-by-nc,We analyzed data from multiple sources. The implications for public health are discussed. This study investigates COVID-19 related phenomena. Further research is needed to confirm these findings.,2021-08-04,"Author 265, Co-Author 265",BMJ,,,,document_parses/pdf_json/265.json,,https://example.com/paper/265
cord-000266,sha000266,PMC,Antibody Vaccine Outbreak Prevention Study,10.1000/sample.266,PMC7257547,,no-cc,We analyzed data from multiple sources. The implications for public health are discussed.,2020-06-21,"Author 266, Co-Author 266",Antiviral Research,,,,,,
cord-000267,sha000267,PMC,Immunity Treatment Antiviral Outbreak Sars-Cov-2 Study,10.1000/sample.267,,68969458.0,no-cc,This study investigates COVID-19 related phenomena. We analyzed data from multiple sources.,2021-07-20,"Author 267, Co-Author 267",Vaccine,,,,,document_parses/pmc_json/267.json,
cord-000268,sha000268,Elsevier,Coronavirus Covid-19 Study,10.1000/sample.268,PMC3077237,,,Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena. The implications for public health are discussed. Results show significant findings regarding SARS-CoV-2.,2022-06-12,"Author 268, Co-Author 268",International Journal of Infectious Diseases,7747423487.0,,,document_parses/pdf_json/268.json,,https://example.com/paper/268
cord-000269,,Elsevier,Infection Sars-Cov-2 Epidemiology Outbreak Study,,,68245146.0,cc-by-nc,Further research is needed to confirm these findings. Results show significant findings regarding SARS-CoV-2. The implications for public health are discussed.,2019-05-27,"Author 269, Co-Author 269",Journal of Virology,,WHO-7944,,,document_parses/pmc_json/269.json,
cord-000270,sha000270,bioRxiv,Epidemiology Diagnosis Prevention Infection Immunity Study,,PMC3092954,,no-cc,We analyzed data from multiple sources. Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena.,2020-03-12,"Author 270, Co-Author 270",New England Journal of Medicine,5481161557.0,,,document_parses/pdf_json/270.json,,https://example.com/paper/270
cord-000271,,arXiv,Coronavirus Vaccine Symptoms Sars-Cov-2 Epidemiology Study,,PMC1087466,36637470.0,no-cc,The implications for public health are discussed. Results show significant findings regarding SARS-CoV-2. Further research is needed to confirm these findings.,2021-08-17,"Author 271, Co-Author 271",International Journal of Infectious Diseases,,WHO-9137,,,document_parses/pmc_json/271.json,
cord-000272,sha000272,PMC,Epidemiology Infection Study,10.1000/sample.272,PMC4961055,,,This study investigates COVID-19 related phenomena. Further research is needed to confirm these findings. We analyzed data from multiple sources.,2021-05-21,"Author 272, Co-Author 272",medRxiv,7522217584.0,,,document_parses/pdf_json/272.json,document_parses/pmc_json/272.json,https://example.com/paper/272
cord-000273,sha000273,medRxiv,Clinical Antibody Outbreak Study,10.1000/sample.273,PMC9947098,,cc-by,This study investigates COVID-19 related phenomena. Results show significant findings regarding SARS-CoV-2. We analyzed data from multiple sources.,2020-07-18,"Author 273, Co-Author 273",Virology Journal,,,2020.4650,,document_parses/pmc_json/273.json,
cord-000274,,PMC,Diagnosis Prevention Study,10.1000/sample.274,PMC4923148,,,The implications for public health are discussed. Results show significant findings regarding SARS-CoV-2.,2020-10-22,"Author 274, Co-Author 274",PLOS ONE,8663806541.0,,,,,
cord-000275,,PubMed,Sars-Cov-2 Transmission Coronavirus Study,10.1000/sample.275,,54454724.0,,This study investigates COVID-19 related phenomena. The implications for public health are discussed. We analyzed data from multiple sources. Further research is needed to confirm these findings.,2020-05-01,"Author 275, Co-Author 275",Vaccine,,,,,,https://example.com/paper/275
cord-000276,,WHO,Pandemic Therapy Sars-Cov-2 Vaccine Antibody Study,10.1000/sample.276,,31516779.0,,Results show significant findings regarding SARS-CoV-2. This study investigates COVID-19 related phenomena. The implications for public health are discussed.,2020-11-24,"Author 276, Co-Author 276",bioRxiv,,,,,,https://example.com/paper/276
cord-000277,sha000277,medRxiv,Pandemic Covid-19 Vaccine Study,10.1000/sample.277,PMC3348331,74329883.0,cc-by-nc,Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena.,2021-08-12,"Author 277, Co-Author 277",International Journal of Infectious Diseases,1539709649.0,,2020.8394,,,https://example.com/paper/277
